row_num,chain,project,symbol,rewardTokens,pool,stablecoin,ilRisk,exposure,poolMeta,underlyingTokens
7820,Polygon,quickswap-dex,WETH-FID,None,1916b1db-cedf-47c1-8e31-7d89c683368d,FALSE,yes,multi,,"0x7ceb23fd6bc0add59e62ac25578270cff1b9f619, 0x9a4eb698e5de3d3df0a68f681789072de1e50222"
7821,Ethereum,sushiswap,LULZ-USDC,,38bd4848-45ed-44ad-ae13-303ae6f8cda0,FALSE,yes,multi,,"0x89a64014d429509cffda1aebc7eb36b9435794bd, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48"
7822,Arbitrum,uniswap-v3,GNS-USDC,None,e66a51f8-006d-4999-b234-eaf270057c98,FALSE,yes,multi,1%,"0x18c11fd286c5ec11c3b683caa813b77f5163a122, 0xff970a61a04b1ca14834a43f5de4533ebddb5cc8"
7823,Ethereum,sushiswap,CEL-WETH,,d6a5f1be-8dae-4e85-b05a-321f4dac386a,FALSE,yes,multi,,"0xaaaebe6fe48e54f431b0c390cfaf0b017d09d42d, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
7824,Ethereum,sushiswap,NFTL-WETH,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,996171ba-3f9e-4ede-9b02-2944e7a5d6ff,FALSE,yes,multi,,"0x3c8d2fce49906e11e71cb16fa0ffeb2b16c29638, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
7825,Fantom,reaper-farm,FTM-BOO,None,5af1f1bc-8d81-422f-afcf-7cfc2bbacd12,FALSE,yes,multi,,"0x21be370d5312f44cb42ce377bc9b8a0cef1a4c83, 0x841FAD6EAe12c286d1Fd18d1d525DFfA75C7EFFE"
7826,BSC,mdex,MDX,0x0a2046c7faa5a5f2b38c0599deb4310ab781cc83,ffaffa56-4def-4342-b6db-00d2153e8d6a,FALSE,no,single,,0x9c65ab58d8d978db963e63f2bfb7121627e3a739
7827,Avalanche,trader-joe-dex,WAVAX-SPELL,,77b023c1-8f05-4ad2-ae21-318c93162bff,FALSE,yes,multi,,"0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7, 0xce1bffbd5374dac86a2893119683f4911a2f7814"
7828,Ethereum,sushiswap,HEGIC-WETH,,1edfe648-bdda-420d-9f4c-4e37e2c5788d,FALSE,yes,multi,,"0x584bc13c7d411c00c01a62e8019472de68768430, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
7829,Polygon,quickswap-dex,WMATIC-MANA,None,5913e42a-c6db-4421-90ff-a864f62fa895,FALSE,yes,multi,,"0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270, 0xa1c57f48f0deb89f569dfbe6e2b7f46d33606fd4"
7830,Polygon,uniswap-v3,WMATIC-KROM,None,2fb92e2f-e9c3-45b3-a747-220ecf1c945d,FALSE,yes,multi,0.30%,"0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270, 0x14af1f2f02dccb1e43402339099a05a5e363b83c"
7831,BSC,beefy,BABY-USDT,None,c5ac2f6b-78de-4799-97dc-212f6dbd3b37,FALSE,yes,multi,Babyswap,None
7832,Ethereum,sushiswap,VOW-WETH,,0a789677-d727-4d6c-b62f-61057443cdc3,FALSE,yes,multi,,"0x1bbf25e71ec48b84d773809b4ba55b6f4be946fb, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
7833,Optimism,uniswap-v3,THALES-USDT,None,d1732068-f83d-4725-addd-3700df828d45,FALSE,yes,multi,0.30%,"0x217d47011b23bb961eb6d93ca9945b7501a5bb11, 0x94b008aa00579c1307b0ef2c499ad98a8ce58e58"
7834,Fantom,beefy,USDC-FTM,None,9e54a595-217e-4732-8937-c48afb9b463e,FALSE,yes,multi,Spiritswap,None
7835,Polygon,beefy,JEUR-AGEUR,None,f0cc1406-2aa2-49b3-9dc9-30eef7732954,TRUE,no,multi,Balancer,None
7836,Arbitrum,sushiswap,OPENAI-USDC,,73e9d2d9-a829-4f2f-a06d-3ba843621af8,FALSE,yes,multi,,"0x39cdfcc00f96c82f92298747000b6ca61461c6a4, 0xff970a61a04b1ca14834a43f5de4533ebddb5cc8"
7837,Solana,orca,SOL-OKAYB,,ad9979b1-3805-4222-ba77-b07a7a88aecb,FALSE,yes,multi,Whirlpool,"So11111111111111111111111111111111111111112, Ca9LxRYdZ7jK4QAqjLo4iaYmiV8FNdngtSkzM69hzgDX"
7838,Ethereum,yearn-finance,CRVOUSD,None,dbfa6d01-4c51-4a60-bb04-47488761e151,TRUE,no,single,,None
7839,BSC,beefy,XRP-BNB,None,a54c0638-ca2f-4eb8-9db2-7f43f02fc617,FALSE,yes,multi,Apeswap,None
7840,Avalanche,sushiswap,USDC.E-WAVAX,None,411e2cd2-88d8-4d10-b5bb-3a4d27f7d5fa,FALSE,yes,multi,,"0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664, 0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7"
7841,Solana,ratio-finance,USDH-USDC,None,83ab48a6-79a9-47d5-add2-ee24cd1de083,TRUE,no,multi,Platform: SABER,"USDH1SM1ojwWUga67PGrgFWUHibbjqMvuMaDkRJTgkX, EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"
7842,Ethereum,uniswap-v3,OCC-USDC,None,94cb6b11-52b2-4134-ae77-cbe1ce916a4e,FALSE,yes,multi,0.30%,"0x2f109021afe75b949429fe30523ee7c0d5b27207, 0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48"
7843,BSC,autofarm,WBNB-ETH,None,1a878eb4-f3a5-4ce2-84a7-e55c4fb676e5,FALSE,yes,multi,BiSwap,0x5bf6941f029424674bb93A43b79fc46bF4A67c21
7844,Neo,flamingo-finance,FLM-CANDY,0x88da18a5bca86ec8206d9b4960a7d0c4355a432f,512b3dd1-2a84-400b-ba84-570fa6f169e5,FALSE,yes,multi,Flamingo Reverse Pool,"0x88da18a5bca86ec8206d9b4960a7d0c4355a432f, 0xf0151f528127558851b39c2cd8aa47da7418ab28"
7845,Polygon,sushiswap,USDC-FINT,,024be6de-38af-4f1c-bada-bb49a218c04f,FALSE,yes,multi,,"0x2791bca1f2de4661ed88a30c99a7a9449aa84174, 0xd0513db39d87e8825389feb10bd911dc53b3a153"
7846,Fantom,tarot,WFTM,None,640ce8cd-0e45-4cca-80df-d7e832fa2255,FALSE,no,single,Spirit Boosted fUSDT/WFTM,"0x049d68029688eAbF473097a2fC38ef61633A3C7A, 0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83"
7847,BSC,woofi,BNB,0x2AEab1a338bCB1758f71BD5aF40637cEE2085076,0d9c9ab7-878d-4954-a440-8a937fc9bc76,FALSE,no,single,SuperchargerV1,None
7848,Fantom,autofarm,USDC-WFTM,None,76d54c82-7189-40fd-ac33-03c29a6bc461,FALSE,yes,multi,SpookySwap,0x2b4C76d0dc16BE1C31D4C1DC53bF9B45987Fc75c
7849,Polygon,beefy,USDC-ETH,None,08e39ec7-d53c-4847-a410-981bf8cce624,FALSE,yes,multi,Quickswap,None
7850,Polygon,pickle,QI-MATIC,None,463740df-0025-472e-8915-d77a2b485526,FALSE,yes,multi,,None
7851,Arbitrum,beefy,BIFI-ETH,None,c74182e3-0c12-4871-9259-e099aeb62f52,FALSE,yes,multi,Swapfish,None
7852,Avalanche,trader-joe-dex,WAVAX-AXIAL,,33e9e8ca-7120-456a-80c6-15dfff665fa9,FALSE,yes,multi,,"0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7, 0xcf8419a615c57511807236751c0af38db4ba3351"
7853,Polygon,quickswap-dex,USDC-MAUSDC,None,4404c1ac-3460-4870-8ed9-8abfb5bfc685,TRUE,no,multi,,"0x2791bca1f2de4661ed88a30c99a7a9449aa84174, 0x9719d867a500ef117cc201206b8ab51e794d3f82"
7854,Polygon,uniswap-v3,WETH-REQ,None,54cce1f5-a825-41ba-8268-3c769c748769,FALSE,yes,multi,0.05%,"0x7ceb23fd6bc0add59e62ac25578270cff1b9f619, 0xb25e20de2f2ebb4cffd4d16a55c7b395e8a94762"
7855,Solana,orca,MSOL-USDT,,8ba019fe-324a-4a13-bb40-86b6ebeb3bbc,FALSE,yes,multi,Whirlpool,"mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So, Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB"
7856,Moonbeam,stellaswap,STELLA-USDC,None,aef79c16-d622-4aca-903e-759bcc85f870,FALSE,yes,multi,,"0x0e358838ce72d5e61e0018a2ffac4bec5f4c88d2, 0x818ec0a7fe18ff94269904fced6ae3dae6d6dc0b"
7857,Ethereum,balancer,TXJP-WETH,None,51e8a779-2385-4160-a6d1-d821ebf0ebd2,FALSE,yes,multi,,"0x961dd84059505d59f82ce4fb87d3c09bec65301d, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
7858,Arbitrum,sushiswap,WETH-BIN,,c68a7acd-4fd5-4be5-88dd-91aded12585a,FALSE,yes,multi,,"0x82af49447d8a07e3bd95bd0d56f35241523fbab1, 0xee8ee7ce3ca9e2331154cb156cef95f854c467c0"
7859,BSC,beefy,OOE-BNB,None,57794bac-8fa5-44be-b9c8-f5968fd9f34c,FALSE,yes,multi,Openocean,None
7860,Avalanche,trader-joe-dex,ORBS-WAVAX,,b5951092-c73e-4d8e-83fc-f8a16937a700,FALSE,yes,multi,,"0x340fe1d898eccaad394e2ba0fc1f93d27c7b717a, 0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7"
7861,Polygon,uniswap-v3,USDC-IDRT,None,097cfe0f-c1d3-49c5-bd93-140c363e55f3,FALSE,yes,multi,"0.05%, stablePool=false","0x2791bca1f2de4661ed88a30c99a7a9449aa84174, 0x554cd6bdd03214b10aafa3e0d4d42de0c5d2937b"
7862,Polygon,uniswap-v3,IDRT-USDT,None,8d74f028-7989-4f9d-9cbe-fa122c95e575,FALSE,yes,multi,"0.05%, stablePool=false","0x554cd6bdd03214b10aafa3e0d4d42de0c5d2937b, 0xc2132d05d31c914a87c6611c10748aeb04b58e8f"
7863,BSC,swapfish,WBNB-BIFI,0xb348B87b23D5977E2948E6f36ca07E1EC94d7328,16240a31-4a71-4116-ad01-492433cad8ce,FALSE,yes,multi,,"0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c, 0xCa3F508B8e4Dd382eE878A314789373D80A5190A"
7864,Ethereum,vesper,DAI,0x514910771AF9Ca656af840dff83E8264EcF986CA,6feeb36a-8dbd-46ab-a18c-f809ea217ace,TRUE,no,single,earn LINK,0x6B175474E89094C44Da98b954EedeAC495271d0F
7865,Polygon,balancer,WMATIC-WBTC-LINK-WETH-DAI-BAL-1INCH-AAVE,None,61a2e96d-28a2-4039-bbfb-f4a2c847912a,FALSE,yes,multi,,"0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270, 0x1bfd67037b42cf73acf2047067bd4f2c47d9bfd6, 0x53e0bca35ec356bd5dddfebbd1fc0fd03fabad39, 0x7ceb23fd6bc0add59e62ac25578270cff1b9f619, 0x8f3cf7ad23cd3cadbd9735aff958023239c6a063, 0x9a71012b13ca4d3d0cdc72a177df3ef03b0e76a3, 0x9c2c5fd7b07e95ee044ddeba0e97a665f142394f, 0xd6df932a45c0f255f85145f286ea0b292b21c90b"
7866,Ethereum,beefy,MOSOLID-ETH,None,b3af8ce1-f54a-4f35-87c8-a2a9fa6a9273,FALSE,yes,multi,Monolith,None
7867,Solana,orca,STSOL-USDT,,1b5ad515-da0f-4155-a393-80014bd92e40,FALSE,yes,multi,Whirlpool,"7dHbWXmci3dT8UFYWYZweBLXgycu7Y3iL6trKn1Y7ARj, Es9vMFrzaCERmJfrF4H2FYD4KCoNkY11McCe8BenwNYB"
7868,Optimism,acryptos,OP,None,b8fc5875-081d-4617-8104-f06ce9ffa012,FALSE,no,single,Sonne,None
7869,Ethereum,uniswap-v3,ASIC-PLSD,None,6f498506-0c87-481f-93a4-3b7d3eebdf03,FALSE,yes,multi,1%,"0x347a96a5bd06d2e15199b032f46fb724d6c73047, 0x34f0915a5f15a66eba86f6a58be1a471fb7836a7"
7870,BSC,autofarm,USDT-ADA,None,83b921bf-592f-4c4d-a416-b85859c0b9c2,FALSE,yes,multi,MDEX,0x17632dCDA12c522Ec2bC8a08c6419aB16F249d35
7871,Avalanche,beefy,UST-AVAX,None,5b234c4b-25df-4a8e-93d7-f0b26f296466,FALSE,yes,multi,Pangolin,None
7872,Ethereum,sushiswap,YFI-SIL,,833be216-a456-47e8-8500-7d01b9007cc9,FALSE,yes,multi,,"0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e, 0xbcda9e0658f4eecf56a0bd099e6dbc0c91f6a8c2"
7873,Polygon,curve,ARTH.USD-AM3CRV,,957d51d4-2bd2-41ab-9883-50050e001fec,TRUE,no,multi,,"0x84f168e646d31F6c33fDbF284D9037f59603Aa28, 0xE7a24EF0C5e95Ffb0f6684b813A78F2a3AD7D171"
7874,NEAR,ref-finance,SEAT-WNEAR,"token.stlb.near, token.v2.ref-finance.near",21f40286-271c-4acd-a0af-bc06760c6beb,FALSE,yes,multi,,"token.stlb.near, wrap.near"
7875,Optimism,kyberswap,USDC-LDO,,afaddbdb-b535-4227-8138-0e28f00f81be,FALSE,yes,multi,1%,"0x7f5c764cbc14f9669b88837ca1490cca17c31607, 0xfdb794692724153d1488ccdbe0c56c252596735f"
7876,Avalanche,trader-joe-dex,DFIAT-WAVAX,,e0aadc28-0191-4864-bfe6-7b56f5cd1f9f,FALSE,yes,multi,,"0xafe3d2a31231230875dee1fa1eef14a412443d22, 0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7"
7877,Arbitrum,sushiswap,HOTSPOT-WETH,,1e31ec40-b1ef-4170-8630-52b69fdd4753,FALSE,yes,multi,,"0x0d5a42d3e85087b0f0fdde24e406162868e06ad7, 0x82af49447d8a07e3bd95bd0d56f35241523fbab1"
7878,Polygon,beefy,MATIC-ETH-WBTC-LINK-UNI-AAVE-USDC-USDT-DAI-BUSD,None,cf75cb9f-dde7-4cf2-998c-cc8cb5c277c2,FALSE,yes,multi,Mvx,None
7879,Polygon,penrose,WMATIC-STMATIC,None,a8261549-9124-45eb-9e70-e41ce357efe4,FALSE,no,multi,sAMM,None
7880,Polygon,quickswap-dex,USDC-BNB,None,f870354e-7fd2-4ce9-a4dd-97a501d9bbf0,FALSE,yes,multi,,"0x2791bca1f2de4661ed88a30c99a7a9449aa84174, 0x5c4b7ccbf908e64f32e12c6650ec0c96d717f03f"
7881,Arbitrum,sushiswap,WETH-BIFI,,7440ed12-6803-43a0-a04d-592dc5d444d7,FALSE,yes,multi,,"0x82af49447d8a07e3bd95bd0d56f35241523fbab1, 0x99c409e5f62e4bd2ac142f17cafb6810b8f0baae"
7882,Polygon,uniswap-v3,WMATIC-IOTX,None,3b5ec6fd-67a8-4117-87e9-827024b6c8de,FALSE,yes,multi,"0.3%, stablePool=false","0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270, 0xf6372cdb9c1d3674e83842e3800f2a62ac9f3c66"
7883,Polygon,beefy,USDC-DAI,None,16f18978-e522-4a98-91cc-47f234d8254f,TRUE,no,multi,Quickswap,None
7884,Fantom,homora-v2,WFTM-BTC,None,9d724ad8-ff16-4f44-8906-a61a8d825604,FALSE,yes,multi,,None
7885,Ethereum,curve,LINKUSD-3CRV,,111b1eb4-4dd8-4d97-b0f3-21f4cbcf49bb,TRUE,no,multi,,"0x0E2EC54fC0B509F445631Bf4b91AB8168230C752, 0x6c3F90f043a72FA612cbac8115EE7e52BDe6E490"
7886,Dogechain,yodeswap,BUSD-USDC,0x6FC4563460d5f45932C473334d5c1C5B4aEA0E01,14751034-f0b1-40dd-bca0-34e047ef2588,TRUE,no,multi,,"0x332730a4F6E03D9C55829435f10360E13cfA41Ff, 0x765277EebeCA2e31912C9946eAe1021199B39C61"
7887,Solana,orca,STSOL-WSTETH,None,1869f256-2104-4488-95b5-ce010a6e3c48,FALSE,yes,multi,Aquafarm,None
7888,Polygon,sushiswap,WMATIC-FISH,,0122e8d9-caa4-4c46-87cb-4a891d13e5d8,FALSE,yes,multi,,"0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270, 0x3a3df212b7aa91aa0402b9035b098891d276572b"
7889,Polygon,quickswap-dex,USDC-QUICK,None,4ab2baa5-7a65-4801-a786-23a3c71d1e1b,FALSE,yes,multi,,"0x2791bca1f2de4661ed88a30c99a7a9449aa84174, 0xb5c064f955d8e7f38fe0460c556a72987494ee17"
7890,Avalanche,trader-joe-dex,QI-WAVAX,,7916535a-deea-451a-85a4-54703b3966f8,FALSE,yes,multi,,"0x8729438eb15e2c8b576fcc6aecda6a148776c0f5, 0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7"
7891,BSC,alpaca-finance,LINK-BNB,None,0f28202a-3563-487d-8319-cba572bd3c27,FALSE,yes,multi,PancakeSwap,None
7892,Ethereum,uniswap-v3,BTRST-WETH,None,a9464a10-7ee0-4a75-9cb6-ca640d8e15c1,FALSE,yes,multi,1%,"0x799ebfabe77a6e34311eeee9825190b9ece32824, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
7893,Polygon,quickswap-dex,WETH-FUSE,None,07605940-23e3-4306-8015-e2bf2ceefb9a,FALSE,yes,multi,,"0x7ceb23fd6bc0add59e62ac25578270cff1b9f619, 0xf915fdda4c882731c0456a4214548cd13a822886"
7894,Ethereum,sushiswap,AIRI-USDT,,03909f04-bf24-404f-b7b7-55d1d406e223,FALSE,yes,multi,,"0x81ee56e81224378a81d4cfc9135916383248d9eb, 0xdac17f958d2ee523a2206206994597c13d831ec7"
7895,Heco,autofarm,USDT-MDX,None,92fcc246-10cf-4d74-8ac2-9e70e8beacec,FALSE,yes,multi,MDEX,0x615E6285c5944540fd8bd921c9c8c56739Fd1E13
7896,Polygon,tetu-earn,QI,"0x225084D30cc297F3b177d9f93f5C3Ab8fb6a1454, 0x255707B70BF90aa112006E1b07B9AeA6De021424",b930fa2f-40e6-447e-96bc-3af83656795a,FALSE,no,single,,None
7897,BSC,whaleswap,ETH-USDC,0xDDed222297B3d08DAFDAc8f65eeB799B2674C78F,5373b522-4637-4900-99ed-1d5532b87367,FALSE,yes,multi,,"0x2170ed0880ac9a755fd29b2688956bd959f933f8, 0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d"
7898,Avalanche,trader-joe-dex,WAVAX-UST,,639c197e-d52f-4fed-a398-788d581e23c6,FALSE,yes,multi,,"0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7, 0xb599c3590f42f8f995ecfa0f85d2980b76862fc1"
7899,Polygon,mover,USDC,None,5dd0ab4d-d6d1-4705-bec7-6f9b3f5928f9,TRUE,no,single,,None
7900,Fantom,curve,FUSDT-DAI-USDC,,c7bd2817-3dd1-4109-a80b-5162de76be3a,TRUE,no,multi,,"0x049d68029688eAbF473097a2fC38ef61633A3C7A, 0x27E611FD27b276ACbd5Ffd632E5eAEBEC9761E40"
7901,BSC,beefy,FTM-USDT,None,23cf9822-644f-4061-a964-ecfbe17a09ce,FALSE,yes,multi,Babyswap,None
7902,BSC,ellipsis-finance,JBRL-BRZ-BRZ,None,ad54f2ce-1524-4e8d-b32e-b25996ecc82d,FALSE,yes,multi,,None
7903,Ethereum,curve,DEI-3CRV,,0ec9d08f-602f-4a0a-bd9e-9d0bcee4ad57,TRUE,no,multi,,"0xDE12c7959E1a72bbe8a5f7A1dc8f8EeF9Ab011B3, 0x6c3F90f043a72FA612cbac8115EE7e52BDe6E490"
7904,Fantom,tarot,WFTM,None,9e0b5102-150f-4b4e-805f-3b800d39a4db,FALSE,no,single,Spooky WFTM/ETH,"0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83, 0x74b23882a30290451A17c44f4F05243b6b58C76d"
7905,Ethereum,balancer,HEDGY-WETH,None,ca8479f7-53ac-4737-93d8-12fa8d39cc89,FALSE,yes,multi,,"0x2f5efe5a13d7ee8b982d1426bbb3e945c4d8387d, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
7906,Solana,raydium,HAWK-USDC,None,082358b0-75e9-4369-8a9d-2734c4914b6a,FALSE,yes,multi,,None
7907,Fantom,tarot,ETH,None,8bb0c828-8cfb-4900-a96f-af40ed332502,FALSE,no,single,Spooky YFI/ETH,"0x29b0Da86e484E1C0029B56e817912d778aC0EC69, 0x74b23882a30290451A17c44f4F05243b6b58C76d"
7908,Polygon,quickswap-dex,WMATIC-POLYBABYDOGE,None,5f22681c-ea3f-4621-9981-3a0e2f17abac,FALSE,yes,multi,,"0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270, 0xdf2140dee6b07ae495382bc1cd446f7b328f63e3"
7909,Ethereum,sommelier,BTC,0xa670d7237398238de01267472c6f13e5b8010fd1,56030533-4bae-4f52-b448-5a85931a40cd,FALSE,no,single,SteadyBTC,"0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48, 0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599"
7910,Osmosis,osmosis-dex,GKEY-OSMO,"GKEY, GLTO",81bda12d-7658-4895-ad5a-e6eda1801daf,FALSE,yes,multi,14day,None
7911,Ethereum,nftx,WARRIOR,0xe218a21d03dea706d114d9c4490950375f3b7c05,3529898d-436b-4b85-a3ac-ad5890a1b3fe,FALSE,no,single,,0xe218a21d03dea706d114d9c4490950375f3b7c05
7912,BSC,autofarm,WBNB-SHIB,None,cfac8d58-eb7b-4ecf-8865-cd14d91e131f,FALSE,yes,multi,ApeSwap,0xC0AFB6078981629F7eAe4f2ae93b6DBEA9D7a7e9
7913,BSC,autofarm,TWT-WBNB,None,44f85b32-71b9-4a32-8de1-92d4ba8b7906,FALSE,yes,multi,BiSwap,0xF1A12EC907B3d87b6De7a9A5C3820566c621f68B
7914,Ethereum,nftx,KGF-WETH,0xf373a10d21cc4a9f84421c69ec2d9528b6162012,4bc17762-f006-469c-bda9-5e91a5e78a29,FALSE,yes,multi,,"0xf373a10d21cc4a9f84421c69ec2d9528b6162012, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
7915,Optimism,reaper-farm,WETH-USDC,None,2b10238b-08fb-4200-98c2-6c495f6c612a,FALSE,yes,multi,,"0x4200000000000000000000000000000000000006, 0x7F5c764cBc14f9669B88837ca1490cCa17c31607"
7916,Ethereum,sushiswap,FORCE-WETH,,b2bbf53a-4b3c-47e8-9972-8278da870cdc,FALSE,yes,multi,,"0x2c31b10ca416b82cec4c5e93c615ca851213d48d, 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2"
7917,Arbitrum,3xcalibur,USDS-USDC,0xd2568acCD10A4C98e87c44E9920360031ad89fCB,79303a33-fc02-42d9-8449-d23f5a348da7,TRUE,no,multi,,"0xd74f5255d557944cf7dd0e45ff521520002d5748, 0xff970a61a04b1ca14834a43f5de4533ebddb5cc8"
7918,Ethereum,convex-finance,BBTC-SBTCCRV,"0xd533a949740bb3306d119cc777fa900ba034cd52, 0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b",b8d0fb5e-bb88-4352-929f-1e9c0eb2b663,FALSE,no,multi,,"0x9BE89D2a4cd102D8Fecc6BF9dA793be995C22541, 0x075b1bb99792c9E1041bA13afEf80C91a1e70fB3"
7919,Polygon,quickswap-dex,WMATIC-MS,None,0860f0ef-4776-48f8-b6b5-db50d8755fd9,FALSE,yes,multi,,"0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270, 0x476718ea98525f6eeba3689b321e709522ae0930"
7920,Ethereum,euler,SOCKS,0xd9fcd98c322942075a5c3860693e9f4f03aae07b,6e8c02d1-bf6e-4afe-aaa0-1c9e867e1f58,FALSE,no,single,,0x23b608675a2b2fb1890d3abbd85c5775c51691d5
7921,Avalanche,trader-joe-dex,DCAU-USDT.E,,a00eac3d-53c4-4941-b0ce-b3a581e9297e,FALSE,yes,multi,,"0x100cc3a819dd3e8573fd2e46d1e66ee866068f30, 0xc7198437980c041c805a1edcba50c1ce5db95118"
7922,Polygon,uniswap-v3,WMATIC-WRAC,None,886e3e0f-5d04-464c-969b-7a6e268c89c9,FALSE,yes,multi,"0.3%, stablePool=false","0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270, 0x9a5c2f40910b3d0e97defab7d775cd408085c14e"
7923,Avalanche,trader-joe-dex,AGX-USDC,,882039f0-f347-4cf1-b027-764ca5a248b7,FALSE,yes,multi,,"0x13e7bcefdde72492e656f3fa58bae6029708e673, 0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e"
7924,Polygon,quickswap-dex,WMATIC-PSP,None,89a18844-3acf-4d7a-a048-7ac429b833e3,FALSE,yes,multi,,"0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270, 0x42d61d766b85431666b39b89c43011f24451bff6"
7925,BSC,beefy,BIFI-BNB,None,8f872262-2555-4f90-86ef-017dd161cf34,FALSE,yes,multi,Swapfish,None
7926,Polygon,quickswap-dex,WMATIC-RING,None,a387c6d9-f877-495d-9c2d-cf561a1005d8,FALSE,yes,multi,,"0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270, 0x9c1c23e60b72bc88a043bf64afdb16a02540ae8f"
7927,Polygon,sushiswap,WETH-DHT,,902a8a98-32f6-4cab-a9fa-eb851e26c50c,FALSE,yes,multi,,"0x7ceb23fd6bc0add59e62ac25578270cff1b9f619, 0x8c92e38eca8210f4fcbf17f0951b198dd7668292"
7928,BSC,mdex,USDT-HMDX,0x9c65ab58d8d978db963e63f2bfb7121627e3a739,07331d10-7d1e-4c09-b076-aee05cb0bea6,FALSE,yes,multi,,"0x55d398326f99059ff775485246999027b3197955, 0xaee4164c1ee46ed0bbc34790f1a3d1fc87796668"
7929,Polygon,uniswap-v3,WMATIC-NAKA,None,aa69a63c-540e-4517-8d5b-b9bc33c4f3cc,FALSE,yes,multi,1%,"0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270, 0x311434160d7537be358930def317afb606c0d737"
7930,Optimism,reaper-farm,USDC-MAI,None,e3778948-4f6d-4135-a17c-957c428fb36b,TRUE,no,multi,,"0x7F5c764cBc14f9669B88837ca1490cCa17c31607, 0xdFA46478F9e5EA86d57387849598dbFB2e964b02"
7931,Arbitrum,angle,WBTC,None,8e884f82-0034-4eca-b963-ba90b1b5835c,FALSE,no,single,,None
7932,Arbitrum,sushiswap,WETH-ORGANICAI,,33e8875e-7e9a-447a-9edf-934886f51fb1,FALSE,yes,multi,,"0x82af49447d8a07e3bd95bd0d56f35241523fbab1, 0x8f93de990e38df84c667394ad3a55b390739a735"
7933,Polygon,quickswap-dex,USDC-PNT,None,dd31751d-7468-41f4-b5b7-4ddc36af74f6,FALSE,yes,multi,,"0x2791bca1f2de4661ed88a30c99a7a9449aa84174, 0x9ae69fdff2fa97e34b680752d8e70dfd529ea6ca"
7934,Ethereum,convex-finance,PUSD-3CRV,"0xd533a949740bb3306d119cc777fa900ba034cd52, 0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b",5ff83d07-efdd-4709-83e8-6eb7816513d3,TRUE,no,multi,,"0x466a756E9A7401B5e2444a3fCB3c2C12FBEa0a54, 0x6c3F90f043a72FA612cbac8115EE7e52BDe6E490"
7935,Polygon,quickswap-dex,WMATIC-POLYMOON,None,01c9fdda-f04a-417f-9bb0-ef0beace5e1d,FALSE,yes,multi,,"0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270, 0xefb3009ddac87e8144803d78e235e7fb4cd36e61"
